Gmt time,Open,High,Low,Close,Volume
14.11.2016 00:00:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 00:15:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 00:30:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 00:45:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 01:00:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 01:15:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 01:30:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 01:45:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 02:00:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 02:15:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 02:30:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 02:45:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 03:00:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 03:15:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 03:30:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 03:45:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 04:00:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 04:15:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 04:30:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 04:45:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 05:00:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 05:15:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 05:30:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 05:45:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 06:00:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 06:15:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 06:30:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 06:45:00.000,2163.839,2163.839,2163.839,2163.839,0
14.11.2016 07:00:00.000,2176.049,2176.050,2174.763,2175.470,181660.0003
14.11.2016 07:15:00.000,2175.470,2176.050,2175.049,2175.799,138580.0008
14.11.2016 07:30:00.000,2175.670,2176.300,2174.969,2175.969,181219.9999
14.11.2016 07:45:00.000,2175.969,2176.550,2174.299,2174.419,191979.9988
14.11.2016 08:00:00.000,2174.300,2176.370,2173.420,2175.799,386040.0001999999
14.11.2016 08:15:00.000,2176.050,2177.420,2175.669,2177.300,333789.9987
14.11.2016 08:30:00.000,2177.169,2177.839,2173.799,2174.050,303460.00190000003
14.11.2016 08:45:00.000,2174.050,2174.800,2172.300,2172.799,281679.9999
14.11.2016 09:00:00.000,2172.799,2175.300,2172.549,2175.049,275600.0001999999
14.11.2016 09:15:00.000,2175.049,2175.850,2174.549,2175.289,238420.00209999998
14.11.2016 09:30:00.000,2175.469,2175.599,2173.039,2173.539,303340.002
14.11.2016 09:45:00.000,2173.539,2174.119,2172.598,2173.419,273800.0006
14.11.2016 10:00:00.000,2173.419,2174.049,2171.699,2173.299,279199.9996
14.11.2016 10:15:00.000,2173.299,2173.369,2172.299,2172.470,287819.9974
14.11.2016 10:30:00.000,2172.549,2173.050,2171.799,2172.970,301278.0007
14.11.2016 10:45:00.000,2172.920,2172.920,2170.299,2170.300,367879.99890000006
14.11.2016 11:00:00.000,2170.300,2171.050,2165.799,2165.799,439339.99919999996
14.11.2016 11:15:00.000,2165.799,2165.800,2162.800,2163.299,458700.0032
14.11.2016 11:30:00.000,2163.299,2165.330,2161.549,2163.550,392180.0015
14.11.2016 11:45:00.000,2163.369,2164.800,2161.987,2164.549,414340.0007
14.11.2016 12:00:00.000,2164.549,2166.299,2163.732,2166.050,382179.9961
14.11.2016 12:15:00.000,2166.050,2167.050,2166.049,2166.550,283660.0021
14.11.2016 12:30:00.000,2166.550,2168.360,2165.550,2167.299,362959.99769999995
14.11.2016 12:45:00.000,2167.549,2167.549,2164.795,2166.300,275720.0011
14.11.2016 13:00:00.000,2166.050,2166.359,2164.549,2165.550,361019.99700000003
14.11.2016 13:15:00.000,2165.550,2166.329,2164.220,2166.220,334740.0015
14.11.2016 13:30:00.000,2166.220,2168.550,2165.799,2168.299,356740.0007
14.11.2016 13:45:00.000,2168.299,2172.540,2167.799,2170.789,392020.0002
14.11.2016 14:00:00.000,2170.682,2170.790,2168.380,2169.539,458240.00430000003
14.11.2016 14:15:00.000,2169.539,2170.290,2168.289,2168.790,397859.99989999994
14.11.2016 14:30:00.000,2168.790,2170.790,2164.289,2166.074,1045540.0049000002
14.11.2016 14:45:00.000,2166.074,2168.580,2163.419,2164.540,824239.9992000001
14.11.2016 15:00:00.000,2164.469,2169.300,2163.799,2169.299,712049.9983
14.11.2016 15:15:00.000,2169.299,2171.359,2163.801,2166.050,1010379.9926
14.11.2016 15:30:00.000,2166.050,2167.050,2162.799,2163.300,738200.0052
14.11.2016 15:45:00.000,2163.549,2164.549,2160.170,2160.549,670269.9959000001
14.11.2016 16:00:00.000,2160.549,2161.540,2157.800,2161.540,480500.99610000005
14.11.2016 16:15:00.000,2161.299,2163.550,2160.290,2160.540,109947.00110000001
14.11.2016 16:30:00.000,2160.540,2163.040,2159.544,2161.789,156019.99860000002
14.11.2016 16:45:00.000,2161.789,2164.289,2160.245,2161.539,153248.9998
14.11.2016 17:00:00.000,2161.569,2162.289,2158.042,2158.799,104617.00099999999
14.11.2016 17:15:00.000,2158.799,2159.120,2156.549,2157.799,100694.9998
14.11.2016 17:30:00.000,2157.799,2159.619,2155.752,2157.799,104355.00100000002
14.11.2016 17:45:00.000,2157.799,2160.290,2157.539,2159.720,220251.0028
14.11.2016 18:00:00.000,2159.720,2162.040,2158.174,2161.970,194906.99899999998
14.11.2016 18:15:00.000,2161.970,2163.290,2160.752,2162.220,157784.9991
14.11.2016 18:30:00.000,2162.220,2165.800,2162.220,2163.169,178268.00140000007
14.11.2016 18:45:00.000,2163.169,2163.550,2160.800,2162.040,210329.00250000003
14.11.2016 19:00:00.000,2162.040,2163.289,2160.770,2162.720,176674.99879999997
14.11.2016 19:15:00.000,2162.720,2164.050,2161.049,2162.050,141630.9986
14.11.2016 19:30:00.000,2162.050,2162.800,2159.653,2160.470,153127.9997
14.11.2016 19:45:00.000,2160.470,2166.549,2160.219,2166.469,174294.00069999998
14.11.2016 20:00:00.000,2166.469,2167.050,2164.774,2166.050,177028.0019
14.11.2016 20:15:00.000,2166.300,2167.300,2165.261,2166.040,116023.99940000002
14.11.2016 20:30:00.000,2166.040,2167.300,2162.049,2162.720,133365.9994
14.11.2016 20:45:00.000,2162.669,2164.800,2161.253,2164.299,208782.00209999998
14.11.2016 21:00:00.000,2164.300,2164.300,2163.939,2163.939,1477
14.11.2016 21:15:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 21:30:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 21:45:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 22:00:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 22:15:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 22:30:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 22:45:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 23:00:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 23:15:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 23:30:00.000,2163.939,2163.939,2163.939,2163.939,0
14.11.2016 23:45:00.000,2163.939,2163.939,2163.939,2163.939,0
15.11.2016 00:00:00.000,2164.250,2164.570,2163.500,2164.070,0
15.11.2016 00:15:00.000,2164.000,2164.070,2162.320,2162.450,0
15.11.2016 00:30:00.000,2162.570,2164.700,2162.500,2164.320,0
15.11.2016 00:45:00.000,2164.500,2165.570,2164.000,2165.200,0
15.11.2016 01:00:00.000,2165.070,2165.200,2163.500,2164.570,0
15.11.2016 01:15:00.000,2164.750,2165.320,2164.070,2165.070,0
15.11.2016 01:30:00.000,2165.320,2166.570,2164.820,2165.820,0
15.11.2016 01:45:00.000,2165.750,2166.070,2165.320,2165.820,0
15.11.2016 02:00:00.000,2165.570,2166.070,2164.820,2165.320,0
15.11.2016 02:15:00.000,2165.070,2165.200,2164.250,2164.320,0
15.11.2016 02:30:00.000,2164.000,2165.500,2163.500,2165.500,0
15.11.2016 02:45:00.000,2165.570,2166.570,2165.000,2166.500,0
15.11.2016 03:00:00.000,2166.570,2166.570,2165.500,2166.570,0
15.11.2016 03:15:00.000,2166.500,2168.320,2166.320,2167.320,0
15.11.2016 03:30:00.000,2167.570,2167.820,2167.070,2167.250,0
15.11.2016 03:45:00.000,2167.320,2168.070,2167.250,2167.820,0
15.11.2016 04:00:00.000,2168.000,2168.070,2167.500,2167.750,0
15.11.2016 04:15:00.000,2167.820,2167.820,2167.250,2167.500,0
15.11.2016 04:30:00.000,2167.570,2168.070,2167.070,2168.070,0
15.11.2016 04:45:00.000,2168.000,2168.570,2167.750,2168.200,0
15.11.2016 05:00:00.000,2168.250,2168.820,2168.070,2168.320,0
15.11.2016 05:15:00.000,2168.000,2169.070,2167.320,2168.570,0
15.11.2016 05:30:00.000,2168.450,2169.070,2168.250,2168.500,0
15.11.2016 05:45:00.000,2168.500,2168.820,2167.750,2168.820,0
15.11.2016 06:00:00.000,2168.820,2168.820,2167.070,2167.820,0
15.11.2016 06:15:00.000,2167.950,2167.950,2167.070,2167.700,0
15.11.2016 06:30:00.000,2167.570,2167.820,2167.070,2167.570,0
15.11.2016 06:45:00.000,2167.500,2167.570,2166.500,2166.950,0
15.11.2016 07:00:00.000,2166.820,2167.700,2166.320,2167.320,0
15.11.2016 07:15:00.000,2167.500,2168.450,2167.070,2167.700,0
15.11.2016 07:30:00.000,2167.570,2168.750,2167.500,2168.570,0
15.11.2016 07:45:00.000,2168.500,2169.070,2168.250,2168.570,0
15.11.2016 08:00:00.000,2168.750,2170.950,2168.320,2170.750,0
15.11.2016 08:15:00.000,2170.820,2171.570,2170.320,2171.070,0
15.11.2016 08:30:00.000,2171.250,2171.320,2168.320,2170.570,0
15.11.2016 08:45:00.000,2170.500,2171.950,2170.070,2170.450,0
15.11.2016 09:00:00.000,2170.320,2172.570,2170.320,2170.570,0
15.11.2016 09:15:00.000,2170.450,2171.070,2169.570,2170.570,0
15.11.2016 09:30:00.000,2170.820,2171.200,2169.320,2169.450,0
15.11.2016 09:45:00.000,2169.320,2170.070,2167.320,2168.570,0
15.11.2016 10:00:00.000,2168.700,2168.820,2167.570,2168.000,0
15.11.2016 10:15:00.000,2168.070,2169.070,2168.000,2168.320,0
15.11.2016 10:30:00.000,2168.200,2168.450,2167.820,2168.250,0
15.11.2016 10:45:00.000,2168.320,2168.570,2167.320,2167.570,0
15.11.2016 11:00:00.000,2167.320,2167.950,2167.320,2167.750,0
15.11.2016 11:15:00.000,2167.830,2167.950,2165.320,2166.250,0
15.11.2016 11:30:00.000,2166.320,2167.070,2166.070,2166.820,0
15.11.2016 11:45:00.000,2166.950,2167.450,2166.820,2166.830,0
15.11.2016 12:00:00.000,2167.080,2167.330,2165.830,2167.070,0
15.11.2016 12:15:00.000,2167.330,2167.330,2166.080,2166.080,0
15.11.2016 12:30:00.000,2166.080,2166.330,2165.080,2165.580,0
15.11.2016 12:45:00.000,2165.330,2165.830,2164.580,2165.830,0
15.11.2016 13:00:00.000,2165.580,2167.830,2165.580,2167.080,0
15.11.2016 13:15:00.000,2167.080,2168.830,2166.330,2168.700,0
15.11.2016 13:30:00.000,2168.580,2170.330,2167.580,2167.830,0
15.11.2016 13:45:00.000,2167.700,2169.080,2167.580,2168.330,0
15.11.2016 14:00:00.000,2168.080,2168.580,2166.820,2167.570,0
15.11.2016 14:15:00.000,2167.320,2168.700,2166.820,2168.070,0
15.11.2016 14:30:00.000,2168.320,2170.570,2166.820,2167.200,0
15.11.2016 14:45:00.000,2167.070,2168.330,2166.070,2167.830,0
15.11.2016 15:00:00.000,2167.580,2171.820,2167.580,2170.950,0
15.11.2016 15:15:00.000,2170.820,2172.070,2169.820,2170.250,0
15.11.2016 15:30:00.000,2170.320,2170.570,2168.250,2169.250,0
15.11.2016 15:45:00.000,2169.320,2170.820,2168.320,2170.500,0
15.11.2016 16:00:00.000,2170.570,2172.070,2170.070,2171.070,0
15.11.2016 16:15:00.000,2171.250,2172.320,2170.070,2170.450,0
15.11.2016 16:30:00.000,2170.320,2171.830,2169.820,2170.080,0
15.11.2016 16:45:00.000,2170.200,2170.830,2168.580,2170.330,0
15.11.2016 17:00:00.000,2170.080,2172.080,2169.450,2171.580,0
15.11.2016 17:15:00.000,2171.450,2171.450,2170.330,2170.330,0
15.11.2016 17:30:00.000,2170.580,2171.330,2168.080,2168.080,0
15.11.2016 17:45:00.000,2167.950,2169.330,2167.830,2168.330,0
15.11.2016 18:00:00.000,2168.580,2170.580,2168.580,2169.830,0
15.11.2016 18:15:00.000,2170.080,2170.580,2169.080,2169.580,0
15.11.2016 18:30:00.000,2169.330,2171.080,2169.330,2170.830,0
15.11.2016 18:45:00.000,2171.080,2172.080,2170.830,2172.070,0
15.11.2016 19:00:00.000,2171.950,2174.570,2171.320,2174.070,0
15.11.2016 19:15:00.000,2174.000,2174.320,2172.830,2173.750,0
15.11.2016 19:30:00.000,2173.830,2177.320,2173.830,2177.320,0
15.11.2016 19:45:00.000,2177.070,2179.500,2176.330,2178.830,0
15.11.2016 20:00:00.000,2178.580,2180.080,2177.330,2178.250,0
15.11.2016 20:15:00.000,2178.330,2179.580,2177.150,2178.830,0
15.11.2016 20:30:00.000,2178.580,2180.830,2177.830,2179.820,0
15.11.2016 20:45:00.000,2179.570,2180.820,2178.320,2180.320,0
15.11.2016 21:00:00.000,2180.570,2182.570,2179.820,2182.570,0
15.11.2016 21:15:00.000,2182.570,2182.570,2182.570,2182.570,0
15.11.2016 21:30:00.000,2182.320,2182.320,2181.000,2181.570,0
15.11.2016 21:45:00.000,2181.320,2182.320,2181.320,2182.070,0
15.11.2016 22:00:00.000,2182.070,2182.070,2182.070,2182.070,0
15.11.2016 22:15:00.000,2182.070,2182.070,2182.070,2182.070,0
15.11.2016 22:30:00.000,2182.070,2182.070,2182.070,2182.070,0
15.11.2016 22:45:00.000,2182.070,2182.070,2182.070,2182.070,0
15.11.2016 23:00:00.000,2181.350,2181.730,2180.980,2180.980,0
15.11.2016 23:15:00.000,2180.970,2181.720,2180.970,2181.220,0
15.11.2016 23:30:00.000,2181.220,2182.350,2180.720,2180.720,0
15.11.2016 23:45:00.000,2180.900,2181.720,2180.650,2181.470,0
16.11.2016 00:00:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 00:15:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 00:30:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 00:45:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 01:00:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 01:15:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 01:30:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 01:45:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 02:00:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 02:15:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 02:30:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 02:45:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 03:00:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 03:15:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 03:30:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 03:45:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 04:00:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 04:15:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 04:30:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 04:45:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 05:00:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 05:15:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 05:30:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 05:45:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 06:00:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 06:15:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 06:30:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 06:45:00.000,2180.790,2180.790,2180.790,2180.790,0
16.11.2016 07:00:00.000,2183.159,2183.200,2181.768,2182.690,189054.99939999997
16.11.2016 07:15:00.000,2182.540,2182.939,2180.931,2180.986,224114.99860000002
16.11.2016 07:30:00.000,2180.980,2181.248,2179.768,2180.271,326116.9978
16.11.2016 07:45:00.000,2180.275,2180.729,2179.000,2179.483,501797.9963
16.11.2016 08:00:00.000,2179.467,2181.491,2179.162,2180.927,580346.998
16.11.2016 08:15:00.000,2180.935,2180.939,2178.006,2179.439,431111.99700000003
16.11.2016 08:30:00.000,2179.438,2180.699,2178.810,2180.070,279178.9983
16.11.2016 08:45:00.000,2180.070,2180.447,2178.933,2179.105,319019.9984
16.11.2016 09:00:00.000,2179.093,2179.690,2178.003,2178.148,381379.0017
16.11.2016 09:15:00.000,2178.194,2179.690,2177.657,2179.439,377818.00139999995
16.11.2016 09:30:00.000,2179.342,2180.204,2178.677,2178.729,395017.99809999997
16.11.2016 09:45:00.000,2178.717,2179.197,2177.551,2177.620,368708.0031
16.11.2016 10:00:00.000,2177.690,2178.700,2177.455,2178.447,346163.9995999999
16.11.2016 10:15:00.000,2178.451,2179.450,2178.199,2179.269,289132.99840000004
16.11.2016 10:30:00.000,2179.280,2179.700,2177.935,2178.458,384632.00070000003
16.11.2016 10:45:00.000,2178.450,2179.700,2178.208,2179.204,299948.9979000001
16.11.2016 11:00:00.000,2179.168,2179.450,2177.687,2178.002,362549.00139999995
16.11.2016 11:15:00.000,2177.992,2178.838,2177.992,2178.500,395739.9979
16.11.2016 11:30:00.000,2178.535,2178.778,2176.700,2177.243,449326.9996000001
16.11.2016 11:45:00.000,2177.231,2177.504,2175.462,2176.011,574354.9987
16.11.2016 12:00:00.000,2176.004,2176.015,2174.311,2174.334,626986.9877
16.11.2016 12:15:00.000,2174.337,2174.656,2173.379,2174.591,550370.0022999999
16.11.2016 12:30:00.000,2174.582,2175.036,2171.700,2173.254,640623.9904
16.11.2016 12:45:00.000,2173.265,2175.076,2173.029,2174.852,551316.9933
16.11.2016 13:00:00.000,2174.860,2175.182,2173.200,2174.009,656140.9868000001
16.11.2016 13:15:00.000,2174.001,2174.352,2172.394,2172.537,651753.9954
16.11.2016 13:30:00.000,2172.545,2175.251,2172.529,2174.765,720516.9984000002
16.11.2016 13:45:00.000,2174.774,2174.774,2173.052,2173.094,643899.9922
16.11.2016 14:00:00.000,2173.092,2173.556,2171.854,2171.895,625099.9922999999
16.11.2016 14:15:00.000,2171.886,2173.493,2171.488,2173.402,731326.9937
16.11.2016 14:30:00.000,2173.402,2177.484,2172.749,2177.465,1096094.9882
16.11.2016 14:45:00.000,2177.484,2177.895,2172.699,2173.231,982790.9916000002
16.11.2016 15:00:00.000,2173.223,2175.817,2172.968,2174.601,1034058.0121999999
16.11.2016 15:15:00.000,2174.581,2176.805,2174.045,2175.483,981863.9941999998
16.11.2016 15:30:00.000,2175.358,2178.904,2174.485,2177.762,1022001.9854000001
16.11.2016 15:45:00.000,2177.760,2178.278,2176.329,2177.047,994694.0021999999
